Index,Time Start,Time End,Dispersion Constant,Dispersion Error,Burst/Survey,Electric/Magnetic,Notes
746,44195.94328,44195.94328,0.636187008, ±0.798 ,Burst,Electric, 
746,44195.94328,44195.94328,0.798568798, ±0.894 ,Burst,Magnetic, 
747,44195.92866,44195.92866,1.56761866, ±1.252 ,Burst,Electric, 
748,44195.94358,44195.94358,0.796531744, ±0.892 ,Burst,Electric, 
748,44195.94358,44195.94358,0.933289958, ±0.966 ,Burst,Magnetic, 
749,44195.94356,44195.94356,1.141931849, ±1.069 ,Burst,Electric, 
749,44195.94356,44195.94356,1.061033262, ±1.030 ,Burst,Magnetic, 
750,44195.94356,44195.94358,0.9497041, ±0.975 ,Burst,Electric, 
750,44195.94356,44195.94358,0.949340078, ±0.974 ,Burst,Magnetic, 
751,44195.94358,44195.94358,1.090626545, ±1.044 ,Burst,Electric, 
751,44195.94358,44195.94358,0.989052615, ±0.995 ,Burst,Magnetic, 
752,44195.94365,44195.94365,1.018333513, ±1.009 ,Burst,Electric,"Making a note to mention that at low frequencies, the whistler model seems to break down. The model being used curves out from the brightest chunk of data, which in these ~1D whistlers seems to have a component which drops almost linearly(on the linear-linear graph) while there is a fainter component that carries on logarithmically out which the model expects.
"
752,44195.94365,44195.94365,0.946309172, ±0.973 ,Burst,Magnetic,"Making a note to mention that at low frequencies, the whistler model seems to break down. The model being used curves out from the brightest chunk of data, which in these ~1D whistlers seems to have a component which drops almost linearly(on the linear-linear graph) while there is a fainter component that carries on logarithmically out which the model expects.
"
753,44195.94403,44195.94403,0.846442073, ±0.920 ,Burst,Electric, 
753,44195.94403,44195.94403,1.091030898, ±1.045 ,Burst,Magnetic, 
754,44195.9444,44195.9444,0.770198963, ±0.878 ,Burst,Electric, 
755,44195.94507,44195.94507,0.964850903, ±0.982 ,Burst,Electric, 
755,44195.94507,44195.94507,1.121167884, ±1.059 ,Burst,Magnetic, 
756,44195.94512,44195.94512,0.591089746, ±0.769 ,Burst,Electric, 
756,44195.94512,44195.94512,0.572167025, ±0.756 ,Burst,Magnetic, 
757,44195.94522,44195.94522,0.945438419, ±0.972 ,Burst,Electric, 
757,44195.94522,44195.94522,0.999929991, ±1.000 ,Burst,Magnetic, 
758,44195.92869,44195.92869,0.494538727, ±0.703 ,Burst,Electric, 
759,44195.94539,44195.94539,0.864339993, ±0.930 ,Burst,Electric, 
759,44195.94539,44195.94539,0.76632405, ±0.875 ,Burst,Magnetic, 
760,44195.94559,44195.94559,0.881154892, ±0.939 ,Burst,Electric, 
761,44195.94579,44195.94579,0.995348743, ±0.998 ,Burst,Electric, 
761,44195.94579,44195.94579,0.980301054, ±0.990 ,Burst,Magnetic, 
762,44195.94667,44195.94668,0.983102085, ±0.992 ,Burst,Electric, 
762,44195.94667,44195.94668,0.980551943, ±0.990 ,Burst,Magnetic, 
763,44195.94668,44195.94668,0.944647599, ±0.972 ,Burst,Electric,"Echo
"
764,44195.94699,44195.94699,0.772327284, ±0.879 ,Burst,Electric, 
764,44195.94699,44195.94699,0.778554564, ±0.882 ,Burst,Magnetic, 
765,44195.94782,44195.94782,0.945197705, ±0.972 ,Burst,Electric,"Whistler not fully captured
"
765,44195.94782,44195.94782,0.851348054, ±0.923 ,Burst,Magnetic,"Whistler not fully captured
"
766,44195.92869,44195.92869,0.464988665, ±0.682 ,Burst,Electric,"Echo?
"
767,44195.92341,44195.92341,1.578118573, ±1.256 ,Burst,Electric, 
768,44195.92877,44195.92877,1.097340179, ±1.048 ,Burst,Electric, 
769,44195.92889,44195.92889,0.88392319, ±0.940 ,Burst,Electric,"This one is just a little funky in feeling, but looks alright with the shape
"
769,44195.92889,44195.92889,0.830183357, ±0.911 ,Burst,Magnetic,"This one is just a little funky in feeling, but looks alright with the shape
"
770,44195.92899,44195.92899,0.582340818, ±0.763 ,Burst,Electric, 
771,44195.92899,44195.92899,0.579317015, ±0.761 ,Burst,Electric, 
772,44195.92909,44195.92909,0.866294345, ±0.931 ,Burst,Electric, 
772,44195.92909,44195.92909,0.911975694, ±0.955 ,Burst,Magnetic, 
773,44195.92934,44195.92935,1.525058769, ±1.235 ,Burst,Electric, 
774,44195.92939,44195.92939,2.057052288, ±1.434 ,Burst,Magnetic, 
775,44195.9295,44195.9295,0.535888648, ±0.732 ,Burst,Electric, 
775,44195.9295,44195.9295,0.588235953, ±0.767 ,Burst,Magnetic, 
776,44195.9295,44195.9295,0.536417147, ±0.732 ,Burst,Electric,"Echo
"
777,44195.92951,44195.92951,0.97535808, ±0.988 ,Burst,Electric, 
777,44195.92951,44195.92951,0.930884879, ±0.965 ,Burst,Magnetic, 
778,44195.92411,44195.92411,1.401158706, ±1.184 ,Burst,Electric, 
779,44195.92971,44195.92971,0.640300583, ±0.800 ,Burst,Electric, 
780,44195.92985,44195.92985,0.558911534, ±0.748 ,Burst,Electric, 
781,44195.92985,44195.92985,0.653715494, ±0.809 ,Burst,Electric,"Echo
"
782,44195.92992,44195.92992,0.745805404, ±0.864 ,Burst,Electric, 
782,44195.92992,44195.92992,0.743306039, ±0.862 ,Burst,Magnetic, 
783,44195.93008,44195.93008,0.559897088, ±0.748 ,Burst,Electric, 
784,44195.93008,44195.93008,0.505725939, ±0.711 ,Burst,Electric, 
785,44195.93008,44195.93008,0.895384404, ±0.946 ,Burst,Electric, 
786,44195.9302,44195.9302,0.435109498, ±0.660 ,Burst,Electric, 
787,44195.93044,44195.93044,0.680744099, ±0.825 ,Burst,Electric, 
788,44195.93046,44195.93046,0.589625971, ±0.768 ,Burst,Electric, 
788,44195.93046,44195.93046,0.667143771, ±0.817 ,Burst,Magnetic, 
789,44195.92416,44195.92416,1.862638546, ±1.365 ,Burst,Electric, 
790,44195.93069,44195.93071,0.778118384, ±0.882 ,Burst,Electric, 
791,44195.9308,44195.9308,0.948562595, ±0.974 ,Burst,Electric, 
792,44195.93102,44195.93102,0.915555181, ±0.957 ,Burst,Electric,"Redo since I don't think I got the electric component fully and there is a strong magnetic component
"
793,44195.93118,44195.93118,0.581983085, ±0.763 ,Burst,Electric, 
793,44195.93118,44195.93118,0.522347844, ±0.723 ,Burst,Magnetic, 
794,44195.93118,44195.93118,0.953671976, ±0.977 ,Burst,Electric,"Echo, trust magnetic over electric
"
794,44195.93118,44195.93118,0.506147549, ±0.711 ,Burst,Magnetic,"Echo, trust magnetic over electric
"
795,44195.93124,44195.93125,1.747814266, ±1.322 ,Burst,Electric, 
796,44195.93131,44195.93131,0.712907097, ±0.844 ,Burst,Electric, 
797,44195.93178,44195.93178,0.859066018, ±0.927 ,Burst,Electric, 
798,44195.93201,44195.93201,0.742182392, ±0.862 ,Burst,Electric, 
799,44195.93215,44195.93215,0.819675054, ±0.905 ,Burst,Electric, 
800,44195.9244,44195.9244,1.729718839, ±1.315 ,Burst,Magnetic, 
801,44195.93219,44195.93219,0.901208439, ±0.949 ,Burst,Electric, 
801,44195.93219,44195.93219,1.051677128, ±1.026 ,Burst,Magnetic, 
802,44195.9322,44195.9322,0.663621397, ±0.815 ,Burst,Electric,"Whistler not fully captured
"
803,44195.9323,44195.9323,0.850008525, ±0.922 ,Burst,Electric,"Weak but shape matches well
"
804,44195.93238,44195.93238,0.684135558, ±0.827 ,Burst,Electric,"Echo
"
804,44195.93238,44195.93238,0.592144546, ±0.770 ,Burst,Magnetic,"Echo
"
805,44195.93238,44195.93238,0.644414809, ±0.803 ,Burst,Electric, 
806,44195.93238,44195.93238,1.020450617, ±1.010 ,Burst,Electric, 
807,44195.93243,44195.93243,1.191149346, ±1.091 ,Burst,Magnetic, 
808,44195.93251,44195.93251,1.062289944, ±1.031 ,Burst,Electric, 
809,44195.93259,44195.93259,0.719621736, ±0.848 ,Burst,Electric,"Whistler not fully captured
"
809,44195.93259,44195.93259,0.454168725, ±0.674 ,Burst,Magnetic,"Whistler not fully captured
"
810,44195.93259,44195.93259,0.626909485, ±0.792 ,Burst,Electric, 
810,44195.93259,44195.93259,0.595286972, ±0.772 ,Burst,Magnetic, 
811,44195.9247,44195.9247,0.818039244, ±0.904 ,Burst,Electric, 
812,44195.93265,44195.93265,0.926190702, ±0.962 ,Burst,Electric, 
812,44195.93265,44195.93265,0.970209521, ±0.985 ,Burst,Magnetic, 
813,44195.93265,44195.93265,1.159826697, ±1.077 ,Burst,Magnetic, 
814,44195.93266,44195.93266,0.510466465, ±0.714 ,Burst,Electric, 
814,44195.93266,44195.93266,0.584614291, ±0.765 ,Burst,Magnetic, 
815,44195.93266,44195.93266,0.590549686, ±0.768 ,Burst,Electric,"Echo
"
816,44195.93272,44195.93272,0.544346166, ±0.738 ,Burst,Electric, 
816,44195.93272,44195.93272,0.664130298, ±0.815 ,Burst,Magnetic, 
817,44195.93272,44195.93272,0.627571848, ±0.792 ,Burst,Electric, 
817,44195.93272,44195.93272,0.575533295, ±0.759 ,Burst,Magnetic, 
818,44195.93285,44195.93285,0.549735434, ±0.741 ,Burst,Electric, 
819,44195.93285,44195.93285,0.889992623, ±0.943 ,Burst,Electric, 
820,44195.93294,44195.93294,0.712731245, ±0.844 ,Burst,Electric, 
821,44195.93306,44195.93306,0.742313958, ±0.862 ,Burst,Electric, 
821,44195.93306,44195.93306,0.739480555, ±0.860 ,Burst,Magnetic, 
822,44195.92478,44195.92478,2.030088614, ±1.425 ,Burst,Electric,"There appears to be missing data in the middle of the whistler, shape fits the front and back end accuratly though which is why I marked it as one
"
823,44195.93307,44195.93307,0.748626442, ±0.865 ,Burst,Electric, 
823,44195.93307,44195.93307,0.675461067, ±0.822 ,Burst,Magnetic, 
824,44195.93313,44195.93313,0.523734352, ±0.724 ,Burst,Electric, 
824,44195.93313,44195.93313,0.491796048, ±0.701 ,Burst,Magnetic, 
825,44195.93313,44195.93313,0.767335585, ±0.876 ,Burst,Electric,"Echo
"
825,44195.93313,44195.93313,0.747464973, ±0.865 ,Burst,Magnetic,"Echo
"
826,44195.93318,44195.93318,0.514887923, ±0.718 ,Burst,Electric, 
826,44195.93318,44195.93318,0.437975465, ±0.662 ,Burst,Magnetic, 
827,44195.93318,44195.93318,0.720954706, ±0.849 ,Burst,Electric, 
827,44195.93318,44195.93318,0.650997427, ±0.807 ,Burst,Magnetic, 
828,44195.93354,44195.93354,0.96765984, ±0.984 ,Burst,Electric, 
829,44195.93375,44195.93375,0.978858299, ±0.989 ,Burst,Electric, 
829,44195.93375,44195.93375,0.780868958, ±0.884 ,Burst,Magnetic, 
830,44195.93384,44195.93384,0.476315215, ±0.690 ,Burst,Electric, 
830,44195.93384,44195.93384,0.58233589, ±0.763 ,Burst,Magnetic, 
831,44195.9339,44195.9339,0.953440571, ±0.976 ,Burst,Electric, 
831,44195.9339,44195.9339,0.954839538, ±0.977 ,Burst,Magnetic, 
832,44195.93413,44195.93413,0.425974005, ±0.653 ,Burst,Electric, 
832,44195.93413,44195.93413,0.948028526, ±0.974 ,Burst,Magnetic, 
833,44195.92481,44195.92481,0.661869794, ±0.814 ,Burst,Electric, 
834,44195.93418,44195.93418,0.547626201, ±0.740 ,Burst,Electric, 
834,44195.93418,44195.93418,0.490857481, ±0.701 ,Burst,Magnetic, 
835,44195.93424,44195.93424,1.183017708, ±1.088 ,Burst,Electric, 
836,44195.93431,44195.93431,0.51363758, ±0.717 ,Burst,Electric, 
836,44195.93431,44195.93431,0.624031124, ±0.790 ,Burst,Magnetic, 
837,44195.93431,44195.93431,1.115178187, ±1.056 ,Burst,Electric,"Echo
"
838,44195.93439,44195.93439,0.495704957, ±0.704 ,Burst,Electric, 
839,44195.93443,44195.93443,0.564508259, ±0.751 ,Burst,Electric, 
840,44195.93443,44195.93443,1.094719699, ±1.046 ,Burst,Electric, 
840,44195.93443,44195.93443,1.106771582, ±1.052 ,Burst,Magnetic, 
841,44195.93459,44195.93459,0.480123833, ±0.693 ,Burst,Electric, 
841,44195.93459,44195.93459,0.51735396, ±0.719 ,Burst,Magnetic, 
842,44195.93481,44195.93481,0.375167627, ±0.613 ,Burst,Electric, 
842,44195.93481,44195.93481,0.41262002, ±0.642 ,Burst,Magnetic, 
843,44195.93481,44195.93483,0.54918507, ±0.741 ,Burst,Electric,"Echo
"
843,44195.93481,44195.93483,0.515821566, ±0.718 ,Burst,Magnetic,"Echo
"
844,44195.92502,44195.92502,0.795665506, ±0.892 ,Burst,Electric, 
845,44195.93498,44195.93498,0.672191752, ±0.820 ,Burst,Electric, 
845,44195.93498,44195.93498,0.619573736, ±0.787 ,Burst,Magnetic, 
846,44195.93498,44195.93498,0.427215577, ±0.654 ,Burst,Electric, 
847,44195.93501,44195.93501,0.73249781, ±0.856 ,Burst,Electric, 
847,44195.93501,44195.93501,0.821368566, ±0.906 ,Burst,Magnetic, 
848,44195.93501,44195.93501,1.353162373, ±1.163 ,Burst,Electric, 
848,44195.93501,44195.93501,1.141649331, ±1.068 ,Burst,Magnetic, 
849,44195.93501,44195.93501,1.077990755, ±1.038 ,Burst,Electric, 
850,44195.93509,44195.93509,1.030235039, ±1.015 ,Burst,Electric, 
851,44195.93509,44195.93509,0.795244571, ±0.892 ,Burst,Electric, 
851,44195.93509,44195.93509,0.819781332, ±0.905 ,Burst,Magnetic, 
852,44195.93524,44195.93525,1.162586906, ±1.078 ,Burst,Electric, 
853,44195.93605,44195.93605,0.676907842, ±0.823 ,Burst,Electric, 
853,44195.93605,44195.93605,0.728473917, ±0.854 ,Burst,Magnetic, 
854,44195.93626,44195.93626,0.630827391, ±0.794 ,Burst,Electric, 
854,44195.93626,44195.93626,0.571927585, ±0.756 ,Burst,Magnetic, 
855,44143.09255,44143.09255,0.882814904, ±0.940 ,Burst,Electric, 
855,44143.09255,44143.09255,0.680529942, ±0.825 ,Burst,Magnetic, 
856,44143.09537,44143.09537,1.905128773, ±1.380 ,Burst,Electric,"Note this dispersion seems longer than ones within the second
"
856,44143.09537,44143.09537,2.221645245, ±1.491 ,Burst,Magnetic,"Note this dispersion seems longer than ones within the second
"
857,44143.09584,44143.09584,1.279833914, ±1.131 ,Burst,Electric,"Whistler not fully captured
"
857,44143.09584,44143.09584,1.257627842, ±1.121 ,Burst,Magnetic,"Whistler not fully captured
"
858,44143.09625,44143.09625,0.742307006, ±0.862 ,Burst,Electric,"Whistler not fully captured
"
858,44143.09625,44143.09625,0.835158446, ±0.914 ,Burst,Magnetic,"Whistler not fully captured
"
859,44143.09625,44143.09625,1.637028732, ±1.279 ,Burst,Electric, 
859,44143.09625,44143.09625,1.742482966, ±1.320 ,Burst,Magnetic, 
860,44143.09709,44143.09709,1.599090621, ±1.265 ,Burst,Electric, 
861,44143.09711,44143.09711,1.59493436, ±1.263 ,Burst,Electric, 
862,44143.09723,44143.09723,1.363347407, ±1.168 ,Burst,Electric, 
862,44143.09723,44143.09723,1.233367135, ±1.111 ,Burst,Magnetic, 
863,44143.09824,44143.09824,1.664459681, ±1.290 ,Burst,Magnetic, 
864,44143.09889,44143.09889,1.266557688, ±1.125 ,Burst,Electric, 
864,44143.09889,44143.09889,1.299497791, ±1.140 ,Burst,Magnetic, 
865,44143.09903,44143.09903,1.432282307, ±1.197 ,Burst,Electric, 
865,44143.09903,44143.09903,1.329209842, ±1.153 ,Burst,Magnetic, 
866,44143.09392,44143.09392,1.781016353, ±1.335 ,Burst,Electric, 
867,44143.09951,44143.09951,0.693874594, ±0.833 ,Burst,Electric, 
868,44143.09959,44143.09959,1.078637117, ±1.039 ,Burst,Electric, 
869,44143.10576,44143.10576,0.746567804, ±0.864 ,Burst,Electric, 
870,44143.10576,44143.10576,1.559223815, ±1.249 ,Burst,Electric, 
871,44143.09443,44143.09443,1.57839435, ±1.256 ,Burst,Electric, 
871,44143.09443,44143.09443,1.491473549, ±1.221 ,Burst,Magnetic, 
872,44143.09488,44143.09488,1.033194537, ±1.016 ,Burst,Electric,"Whistler not fully captured
"
872,44143.09488,44143.09488,0.917717069, ±0.958 ,Burst,Magnetic,"Whistler not fully captured
"
873,44143.09523,44143.09523,1.530094716, ±1.237 ,Burst,Electric, 
873,44143.09523,44143.09523,1.212329386, ±1.101 ,Burst,Magnetic, 
874,44143.09535,44143.09535,1.554114163, ±1.247 ,Burst,Electric, 
875,44143.09538,44143.09538,1.594996531, ±1.263 ,Burst,Electric, 
875,44143.09538,44143.09538,1.738189889, ±1.318 ,Burst,Magnetic, 
876,44143.09537,44143.09537,1.552714064, ±1.246 ,Burst,Electric, 
876,44143.09537,44143.09537,1.445388889, ±1.202 ,Burst,Magnetic, 
877,44143.09537,44143.09537,1.466171759, ±1.211 ,Burst,Electric, 
877,44143.09537,44143.09537,1.558217239, ±1.248 ,Burst,Magnetic, 
878,44616.91646,44616.91648,410.4349199, ±20.259 ,Burst,Electric, 
878,44616.91646,44616.91648,441.7922464, ±21.019 ,Burst,Magnetic, 
879,44616.91976,44616.91977,407.111727, ±20.177 ,Burst,Electric, 
879,44616.91976,44616.91977,399.6663053, ±19.992 ,Burst,Magnetic, 
880,44616.9198,44616.91983,486.2994581, ±22.052 ,Burst,Electric, 
880,44616.9198,44616.91983,451.0039808, ±21.237 ,Burst,Magnetic, 
881,44616.91984,44616.91986,475.0680726, ±21.796 ,Burst,Electric, 
881,44616.91984,44616.91986,445.0032718, ±21.095 ,Burst,Magnetic, 
882,44616.91985,44616.91986,354.0557589, ±18.816 ,Burst,Electric, 
882,44616.91985,44616.91987,401.4967831, ±20.037 ,Burst,Magnetic, 
883,44616.91991,44616.91992,501.322025, ±22.390 ,Burst,Electric, 
883,44616.91991,44616.91992,460.0029268, ±21.448 ,Burst,Magnetic, 
884,44616.91999,44616.92001,420.8332763, ±20.514 ,Burst,Electric, 
884,44616.91999,44616.92001,438.6330471, ±20.944 ,Burst,Magnetic, 
885,44616.92,44616.92001,368.0087732, ±19.184 ,Burst,Electric, 
885,44616.92,44616.92001,363.8730495, ±19.075 ,Burst,Magnetic, 
886,44616.9201,44616.9201,203.7844195, ±14.275 ,Burst,Electric,"Can't find anything on electric on another timeblock, so trust magnetic component more
"
886,44616.9201,44616.92012,394.2779438, ±19.856 ,Burst,Magnetic,"Can't find anything on electric on another timeblock, so trust magnetic component more
"
887,44616.92013,44616.92015,431.9731174, ±20.784 ,Burst,Electric, 
887,44616.92013,44616.92015,465.023082, ±21.564 ,Burst,Magnetic, 
888,44616.92019,44616.9202,427.4031394, ±20.674 ,Burst,Electric, 
888,44616.92019,44616.9202,447.8229165, ±21.162 ,Burst,Magnetic, 
889,44616.91653,44616.91653,293.0387168, ±17.118 ,Burst,Electric,"Unfortunetly this only shows up in 1 data slice. Trust magnetic more since it matches well with previous whistler
"
889,44616.91653,44616.91653,492.1372001, ±22.184 ,Burst,Magnetic,"Unfortunetly this only shows up in 1 data slice. Trust magnetic more since it matches well with previous whistler
"
890,44616.9203,44616.92032,433.9648554, ±20.832 ,Burst,Electric, 
890,44616.9203,44616.92032,460.1548636, ±21.451 ,Burst,Magnetic, 
891,44616.92052,44616.92053,469.9883579, ±21.679 ,Burst,Electric,"Definitly something here, just not sure on exactly where. Especially not sure that magnetic component is correct
"
891,44616.92052,44616.92052,230.6455502, ±15.187 ,Burst,Magnetic,"Definitly something here, just not sure on exactly where. Especially not sure that magnetic component is correct
"
892,44616.92053,44616.92054,335.7792374, ±18.324 ,Burst,Electric, 
892,44616.92053,44616.92054,311.8863972, ±17.660 ,Burst,Magnetic, 
893,44616.92068,44616.92071,403.7107308, ±20.093 ,Burst,Electric, 
893,44616.92068,44616.92071,372.7403065, ±19.306 ,Burst,Magnetic, 
894,44616.92073,44616.92075,458.1062089, ±21.403 ,Burst,Electric,"Magnetic component matches almost perfectly with real data
"
894,44616.92073,44616.92075,458.9434621, ±21.423 ,Burst,Magnetic,"Magnetic component matches almost perfectly with real data
"
895,44616.92075,44616.92076,447.4952271, ±21.154 ,Burst,Electric, 
895,44616.92075,44616.92076,462.8739567, ±21.515 ,Burst,Magnetic, 
896,44616.92083,44616.92086,430.2460509, ±20.742 ,Burst,Electric, 
896,44616.92083,44616.92086,438.6159583, ±20.943 ,Burst,Magnetic, 
897,44616.92084,44616.92087,435.5923331, ±20.871 ,Burst,Electric, 
897,44616.92084,44616.92087,440.7262315, ±20.993 ,Burst,Magnetic, 
898,44616.92087,44616.9209,433.4241018, ±20.819 ,Burst,Electric, 
898,44616.92087,44616.9209,438.549219, ±20.942 ,Burst,Magnetic, 
899,44616.92091,44616.92094,381.4346345, ±19.530 ,Burst,Electric, 
899,44616.92091,44616.92094,406.2458433, ±20.156 ,Burst,Magnetic, 
900,44616.91655,44616.91655,171.9730498, ±13.114 ,Burst,Electric,"Another one only visible within a single timeframe
"
900,44616.91655,44616.91655,234.4493194, ±15.312 ,Burst,Magnetic,"Another one only visible within a single timeframe
"
901,44616.92101,44616.92102,458.3167428, ±21.408 ,Burst,Electric, 
901,44616.92101,44616.92103,460.6038438, ±21.462 ,Burst,Magnetic, 
902,44616.92105,44616.92106,374.2666991, ±19.346 ,Burst,Electric, 
902,44616.92105,44616.92106,375.0444282, ±19.366 ,Burst,Magnetic, 
903,44616.92111,44616.92112,430.0326028, ±20.737 ,Burst,Electric,"Not entirely sure the endpoint fo this whistler exists in data, kinda guessing it's location. Take with a grain of salt
"
903,44616.92111,44616.92112,423.9816473, ±20.591 ,Burst,Magnetic,"Not entirely sure the endpoint fo this whistler exists in data, kinda guessing it's location. Take with a grain of salt
"
904,44616.92112,44616.92115,458.0172439, ±21.401 ,Burst,Electric, 
904,44616.92112,44616.92115,452.6835772, ±21.276 ,Burst,Magnetic, 
905,44616.92194,44616.92197,449.7873999, ±21.208 ,Burst,Electric, 
905,44616.92194,44616.92197,480.2782495, ±21.915 ,Burst,Magnetic, 
906,44616.92219,44616.92221,410.7350299, ±20.267 ,Burst,Electric, 
906,44616.92219,44616.92221,351.7498539, ±18.755 ,Burst,Magnetic, 
907,44616.92245,44616.92247,383.5810948, ±19.585 ,Burst,Electric, 
907,44616.92245,44616.92247,425.2305635, ±20.621 ,Burst,Magnetic, 
908,44616.92247,44616.92248,545.9246224, ±23.365 ,Burst,Electric, 
908,44616.92247,44616.92248,473.7640536, ±21.766 ,Burst,Magnetic, 
909,44616.92274,44616.92277,394.5159065, ±19.862 ,Burst,Electric, 
909,44616.92274,44616.92277,401.6901583, ±20.042 ,Burst,Magnetic, 
910,44616.91752,44616.91753,393.6612102, ±19.841 ,Burst,Electric,"A little weird since the electric and magnetic components don't show up the whole time, and their D constant seems different between them
"
910,44616.91752,44616.91755,565.1939635, ±23.774 ,Burst,Magnetic,"A little weird since the electric and magnetic components don't show up the whole time, and their D constant seems different between them
"
911,44616.91794,44616.91794,277.3129609, ±16.653 ,Burst,Electric,"Another one only within a single timeblock
"
911,44616.91794,44616.91794,537.8379361, ±23.191 ,Burst,Magnetic,"Another one only within a single timeblock
"
912,44616.91831,44616.91831,550.2063158, ±23.456 ,Burst,Electric,"Another one only within a single timeblock
"
912,44616.91831,44616.91831,373.9164623, ±19.337 ,Burst,Magnetic,"Another one only within a single timeblock
"
913,44616.91903,44616.91904,355.3476479, ±18.851 ,Burst,Electric, 
913,44616.91903,44616.91905,392.8382934, ±19.820 ,Burst,Magnetic, 
914,44616.91906,44616.91906,247.8279031, ±15.743 ,Burst,Electric,"Another one only within a single timeblock
"
914,44616.91906,44616.91906,387.0238429, ±19.673 ,Burst,Magnetic,"Another one only within a single timeblock
"
915,44616.91972,44616.91975,449.5238036, ±21.202 ,Burst,Magnetic, 
916,44704.13297,44704.13303,735.1338146, ±27.113 ,Burst,Electric, 
916,44704.13296,44704.13303,804.9207307, ±28.371 ,Burst,Magnetic, 
917,44704.13409,44704.13412,449.970299, ±21.213 ,Burst,Magnetic, 
918,44704.13714,44704.13719,572.3838434, ±23.925 ,Burst,Electric, 
918,44704.13714,44704.13719,576.1177283, ±24.002 ,Burst,Magnetic, 
919,43984.45854,43984.45861,1192.355877, ±34.531 ,Burst,Electric, 
920,44037.29338,44037.29344,545.4478705, ±23.355 ,Burst,Electric, 
920,44037.29338,44037.29344,570.4348136, ±23.884 ,Burst,Magnetic, 
921,44037.29463,44037.29468,1243.833455, ±35.268 ,Burst,Electric, 
922,44037.2949,44037.29495,644.4944024, ±25.387 ,Burst,Electric, 
922,44037.2949,44037.29494,687.3738525, ±26.218 ,Burst,Magnetic, 
923,44037.29517,44037.29523,1431.243067, ±37.832 ,Burst,Electric,"Electric component is much more visible, trust more than magnetic
"
923,44037.29517,44037.29525,1443.974768, ±38.000 ,Burst,Magnetic,"Electric component is much more visible, trust more than magnetic
"
924,44037.29529,44037.29535,756.0117904, ±27.496 ,Burst,Electric,"Electric component is much more visible and longer, trust more than magnetic
"
924,44037.29529,44037.29531,608.5186237, ±24.668 ,Burst,Magnetic,"Electric component is much more visible and longer, trust more than magnetic
"
925,44037.29557,44037.29571,1766.131647, ±42.025 ,Burst,Electric,"This one is too faint to select at small scales, but visible at a amcro scale. I alligned the points to real data but onyl start and endpoints usable
"
926,44037.29343,44037.2935,642.6641884, ±25.351 ,Burst,Electric, 
926,44037.29343,44037.2935,622.6106178, ±24.952 ,Burst,Magnetic, 
927,44037.2935,44037.29358,1535.468091, ±39.185 ,Burst,Electric, 
927,44037.2935,44037.29358,1053.250688, ±32.454 ,Burst,Magnetic, 
928,44037.29372,44037.29387,1672.074413, ±40.891 ,Burst,Electric,"Seems to be 3 whistler dispersions in this timeblock, this super long one, some mid range, and some rapid
"
928,44037.29372,44037.29387,1768.604157, ±42.055 ,Burst,Magnetic,"Seems to be 3 whistler dispersions in this timeblock, this super long one, some mid range, and some rapid
"
929,44037.29388,44037.29395,586.7205331, ±24.222 ,Burst,Electric, 
929,44037.29388,44037.29395,665.1089798, ±25.790 ,Burst,Magnetic, 
930,44037.29395,44037.29406,1189.796397, ±34.493 ,Burst,Electric, 
930,44037.29396,44037.29406,1145.704959, ±33.848 ,Burst,Magnetic, 
931,44037.294,44037.29413,2253.351415, ±47.469 ,Burst,Electric, 
931,44037.294,44037.29411,2274.410549, ±47.691 ,Burst,Magnetic, 
932,44037.29425,44037.29432,610.5712813, ±24.710 ,Burst,Electric, 
932,44037.29424,44037.29431,591.5803895, ±24.322 ,Burst,Magnetic, 
933,44037.29454,44037.29466,1636.933058, ±40.459 ,Burst,Electric, 
933,44037.29454,44037.29462,1541.062521, ±39.256 ,Burst,Magnetic, 
934,44441.98808,44441.98814,784.4923792, ±28.009 ,Burst,Electric, 
934,44441.98808,44441.98814,745.7538146, ±27.308 ,Burst,Magnetic, 
935,44441.98818,44441.98825,675.2032697, ±25.985 ,Burst,Electric, 
935,44441.98818,44441.98823,634.2604981, ±25.185 ,Burst,Magnetic, 
936,44441.98846,44441.98852,583.1029179, ±24.148 ,Burst,Electric, 
936,44441.98846,44441.98852,681.5055638, ±26.106 ,Burst,Magnetic, 
937,44441.98828,44441.98831,723.580642, ±26.899 ,Burst,Magnetic, 
938,44143.11355,44143.11366,928.7712464, ±30.476 ,Burst,Electric,"Faint so need contrast. Magnetic I could see at large scale but not fine, but that component does exist
"
938,44143.11353,44143.11365,1169.296792, ±34.195 ,Burst,Magnetic,"Faint so need contrast. Magnetic I could see at large scale but not fine, but that component does exist
"
939,44142.94375,44142.94377,521.304382, ±22.832 ,Burst,Electric, 
939,44142.94375,44142.94377,498.6366816, ±22.330 ,Burst,Magnetic, 
940,44142.95383,44142.95388,559.0643101, ±23.645 ,Burst,Electric, 
940,44142.95383,44142.95388,512.2520287, ±22.633 ,Burst,Magnetic, 
941,44142.95414,44142.95416,499.2443767, ±22.344 ,Burst,Electric, 
941,44142.95414,44142.95417,540.8100694, ±23.255 ,Burst,Magnetic, 
942,44142.95456,44142.95459,615.2960548, ±24.805 ,Burst,Electric, 
942,44142.95456,44142.95459,631.2942293, ±25.126 ,Burst,Magnetic, 
943,44142.95473,44142.95478,589.0335508, ±24.270 ,Burst,Electric, 
